facilities,rating,location,Price,review,total reviews,have bar,have restaurant,have swimming pool,have gym,have internet
"restaurant, bar, swimming pool, internet",9.8,Willsmian,64800,['ExcellentFrom'],4,1,1,1,0,1
"restaurant, bar, internet",6.9,Stokol,6000,"['Very', 'GoodFrom']",12,1,1,0,0,1
"restaurant, bar",8.8,Stokol,8000,['ExcellentFrom'],1,1,1,0,0,0
"restaurant, bar",6.0,Stokol,8500,"['Very', 'GoodFrom']",8,1,1,0,0,0
"restaurant, bar",9.6,Stokol,12800,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar",7.3,Andeman,7000,"['Very', 'GoodFrom']",13,1,1,0,0,0
"restaurant, bar, internet",8.0,Andeman,40000,['ExcellentFrom'],8,1,1,0,0,1
"restaurant, swimming pool",,Uberlandia,29000,,,0,1,1,0,0
"restaurant, bar",6.0,Ubisville,8500,"['Very', 'GoodFrom']",8,1,1,0,0,0
"restaurant, internet",7.1,Wanderland,20000,"['Very', 'GoodFrom']",13,0,1,0,0,1
"restaurant, bar, internet",10.0,Wanderland,20000,['ExcellentFrom'],1,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",8.9,Andeman,35000,['ExcellentFrom'],19,1,1,1,1,1
"restaurant, bar",8.5,Hallerson,8000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar",7.3,Andeman,6000,"['Very', 'GoodFrom']",6,1,1,0,0,0
"restaurant, bar, gym",7.0,Ubisville,60500,"['Very', 'GoodFrom']",18,1,1,0,1,0
"restaurant, bar, gym, internet",7.4,Machlessvile,40000,"['Very', 'GoodFrom']",28,1,1,0,1,1
"restaurant, bar, swimming pool",6.8,Stokol,11150,"['Very', 'GoodFrom']",1,1,1,1,0,0
,,Uberlandia,4500,,,2,2,2,2,2
swimming pool,8.2,Hallerson,30000,['ExcellentFrom'],6,0,0,1,0,0
,,Andeman,4000,,,2,2,2,2,2
"restaurant, swimming pool, internet",7.3,Stokol,20000,"['Very', 'GoodFrom']",25,0,1,1,0,1
,,Stokol,2800,,,2,2,2,2,2
"restaurant, bar",6.4,Wanderland,4000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, bar",,Stokol,6000,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym",8.5,Stokol,12000,['ExcellentFrom'],6,1,1,1,1,0
swimming pool,,Hallerson,20000,,,0,0,1,0,0
"restaurant, bar",7.7,Uberlandia,20000,"['Very', 'GoodFrom']",40,1,1,0,0,0
"restaurant, bar",7.3,Wanderland,13500,"['Very', 'GoodFrom']",32,1,1,0,0,0
"restaurant, bar, internet",,Hallerson,54450,,,1,1,0,0,1
,,Hallerson,1800,,,2,2,2,2,2
"restaurant, bar, swimming pool, internet",7.8,Machlessvile,52875,"['Very', 'GoodFrom']",24,1,1,1,0,1
"restaurant, bar",8.0,Wanderland,9000,['ExcellentFrom'],4,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.4,Hallerson,43000,['ExcellentFrom'],226,1,1,1,1,1
"restaurant, swimming pool, internet",8.2,Willsmian,16000,['ExcellentFrom'],97,0,1,1,0,1
restaurant,7.4,Willsmian,10000,"['Very', 'GoodFrom']",12,0,1,0,0,0
"restaurant, bar",4.2,Uberlandia,4500,['GoodFrom'],4,1,1,0,0,0
"restaurant, bar",8.5,Andeman,3500,['ExcellentFrom'],5,1,1,0,0,0
"restaurant, bar",6.5,Machlessvile,10000,"['Very', 'GoodFrom']",12,1,1,0,0,0
"restaurant, swimming pool, gym",9.3,Hallerson,35000,['ExcellentFrom'],4,0,1,1,1,0
restaurant,4.9,Machlessvile,6000,['GoodFrom'],4,0,1,0,0,0
"restaurant, bar",8.2,Wanderland,4000,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar, gym, internet",10.0,Stokol,13000,['ExcellentFrom'],1,1,1,0,1,1
,,Willsmian,4025,,,2,2,2,2,2
restaurant,4.4,Stokol,10000,['GoodFrom'],1,0,1,0,0,0
"restaurant, bar",,Stokol,6000,,,1,1,0,0,0
"bar, internet",6.6,Uberlandia,11000,"['Very', 'GoodFrom']",14,1,0,0,0,1
"restaurant, bar",7.3,Uberlandia,7000,"['Very', 'GoodFrom']",13,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.8,Ubisville,66500,['ExcellentFrom'],8,1,1,1,1,1
"restaurant, bar, gym",7.9,Andeman,48000,"['Very', 'GoodFrom']",3,1,1,0,1,0
"restaurant, bar",7.2,Uberlandia,3000,"['Very', 'GoodFrom']",2,1,1,0,0,0
restaurant,8.4,Machlessvile,15000,['ExcellentFrom'],4,0,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.7,Stokol,12500,['ExcellentFrom'],7,1,1,1,1,1
,,Andeman,6000,,,2,2,2,2,2
"restaurant, bar",8.8,Wanderland,8000,['ExcellentFrom'],1,1,1,0,0,0
"restaurant, bar",6.1,Willsmian,6000,"['Very', 'GoodFrom']",4,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",6.9,Hallerson,10000,"['Very', 'GoodFrom']",7,1,1,1,1,1
bar,,Uberlandia,3500,,,1,0,0,0,0
"restaurant, bar",,Ubisville,6000,,,1,1,0,0,0
"restaurant, bar, internet",7.0,Stokol,20000,"['Very', 'GoodFrom']",23,1,1,0,0,1
"restaurant, bar, gym",5.7,Uberlandia,7350,['GoodFrom'],6,1,1,0,1,0
"restaurant, swimming pool, internet",8.2,Stokol,16000,['ExcellentFrom'],97,0,1,1,0,1
"restaurant, bar, internet",7.7,Andeman,9800,"['Very', 'GoodFrom']",125,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",7.2,Andeman,25000,"['Very', 'GoodFrom']",6,1,1,1,1,1
"bar, swimming pool",7.9,Wanderland,18000,"['Very', 'GoodFrom']",4,1,0,1,0,0
"restaurant, bar, internet",7.9,Wanderland,59000,"['Very', 'GoodFrom']",10,1,1,0,0,1
"restaurant, bar, swimming pool, internet",7.2,Willsmian,24500,"['Very', 'GoodFrom']",23,1,1,1,0,1
"restaurant, bar, swimming pool, gym, internet",8.3,Ubisville,27000,['ExcellentFrom'],11,1,1,1,1,1
"restaurant, bar",8.0,Uberlandia,5000,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar, internet",7.0,Hallerson,5000,"['Very', 'GoodFrom']",14,1,1,0,0,1
"restaurant, bar, internet",5.8,Machlessvile,6000,['GoodFrom'],8,1,1,0,0,1
"restaurant, internet",7.2,Uberlandia,20000,"['Very', 'GoodFrom']",30,0,1,0,0,1
"restaurant, bar, internet",,Wanderland,7000,,,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",8.5,Ubisville,49900,['ExcellentFrom'],4,1,1,1,1,1
restaurant,6.1,Wanderland,5000,"['Very', 'GoodFrom']",24,0,1,0,0,0
"restaurant, bar, swimming pool, internet",7.5,Wanderland,16500,"['Very', 'GoodFrom']",40,1,1,1,0,1
"restaurant, bar, internet",8.3,Hallerson,30000,['ExcellentFrom'],18,1,1,0,0,1
"restaurant, bar, swimming pool, gym",8.7,Hallerson,33000,['ExcellentFrom'],5,1,1,1,1,0
,,Stokol,3040,,,2,2,2,2,2
"restaurant, bar",4.2,Willsmian,4500,['GoodFrom'],4,1,1,0,0,0
"restaurant, bar",8.4,Wanderland,10000,['ExcellentFrom'],6,1,1,0,0,0
"restaurant, bar, internet",10.0,Uberlandia,20000,['ExcellentFrom'],1,1,1,0,0,1
"bar, swimming pool",8.2,Hallerson,30000,['ExcellentFrom'],152,1,0,1,0,0
"restaurant, bar, swimming pool, gym",8.8,Stokol,20000,['ExcellentFrom'],2,1,1,1,1,0
"restaurant, bar",5.6,Willsmian,3000,['GoodFrom'],1,1,1,0,0,0
bar,6.3,Willsmian,7000,"['Very', 'GoodFrom']",3,1,0,0,0,0
bar,,Willsmian,3000,,,1,0,0,0,0
"restaurant, bar",8.4,Wanderland,12000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar, swimming pool, internet",7.4,Hallerson,17000,"['Very', 'GoodFrom']",145,1,1,1,0,1
"restaurant, bar",6.7,Wanderland,18000,"['Very', 'GoodFrom']",50,1,1,0,0,0
"restaurant, bar, swimming pool, internet",8.7,Stokol,35000,['ExcellentFrom'],15,1,1,1,0,1
"restaurant, bar, swimming pool, gym",7.4,Stokol,8000,"['Very', 'GoodFrom']",10,1,1,1,1,0
"restaurant, bar, internet",6.3,Stokol,22000,"['Very', 'GoodFrom']",30,1,1,0,0,1
"restaurant, bar, internet",9.1,Stokol,8000,['ExcellentFrom'],3,1,1,0,0,1
internet,,Andeman,25000,,,0,0,0,0,1
"restaurant, swimming pool, internet",8.2,Hallerson,16000,['ExcellentFrom'],97,0,1,1,0,1
"restaurant, bar",6.8,Wanderland,23000,"['Very', 'GoodFrom']",3,1,1,0,0,0
,,Uberlandia,2500,,,2,2,2,2,2
restaurant,6.0,Machlessvile,5500,"['Very', 'GoodFrom']",79,0,1,0,0,0
,,Willsmian,2500,,,2,2,2,2,2
bar,,Wanderland,6000,,,1,0,0,0,0
,,Andeman,53475,,,2,2,2,2,2
,,Stokol,4000,,,2,2,2,2,2
restaurant,,Machlessvile,4250,,,0,1,0,0,0
"restaurant, bar, internet",7.0,Stokol,20000,"['Very', 'GoodFrom']",23,1,1,0,0,1
"restaurant, bar, swimming pool, gym",10.0,Wanderland,25000,['ExcellentFrom'],1,1,1,1,1,0
restaurant,,Hallerson,6175,,,0,1,0,0,0
"restaurant, bar",,Stokol,8000,,,1,1,0,0,0
swimming pool,8.2,Wanderland,30000,['ExcellentFrom'],6,0,0,1,0,0
"restaurant, bar, internet",2.5,Wanderland,20000,['FairFrom'],4,1,1,0,0,1
"restaurant, bar",7.3,Ubisville,6000,"['Very', 'GoodFrom']",6,1,1,0,0,0
"restaurant, bar, internet",8.0,Uberlandia,40000,['ExcellentFrom'],8,1,1,0,0,1
,2.3,Machlessvile,3200,['FairFrom'],2,2,2,2,2,2
"restaurant, bar, internet",8.1,Machlessvile,14000,['ExcellentFrom'],31,1,1,0,0,1
"restaurant, bar, internet",7.0,Stokol,14000,"['Very', 'GoodFrom']",7,1,1,0,0,1
"restaurant, bar",6.2,Andeman,8000,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar, internet",7.4,Wanderland,10000,"['Very', 'GoodFrom']",26,1,1,0,0,1
"restaurant, bar, internet",10.0,Willsmian,20000,['ExcellentFrom'],1,1,1,0,0,1
restaurant,8.2,Uberlandia,4000,['ExcellentFrom'],7,0,1,0,0,0
,5.6,Willsmian,14000,['GoodFrom'],3,2,2,2,2,2
"restaurant, bar",,Wanderland,4000,,,1,1,0,0,0
restaurant,6.1,Wanderland,5000,"['Very', 'GoodFrom']",24,0,1,0,0,0
"restaurant, bar",8.0,Uberlandia,9000,['ExcellentFrom'],4,1,1,0,0,0
"restaurant, bar",,Uberlandia,6000,,,1,1,0,0,0
"restaurant, internet",8.0,Uberlandia,18000,['ExcellentFrom'],2,0,1,0,0,1
"restaurant, bar, internet",7.7,Uberlandia,30000,"['Very', 'GoodFrom']",36,1,1,0,0,1
"restaurant, bar",5.6,Willsmian,5400,['GoodFrom'],1,1,1,0,0,0
restaurant,7.2,Wanderland,9000,"['Very', 'GoodFrom']",12,0,1,0,0,0
"restaurant, bar, swimming pool, gym",5.7,Willsmian,30000,['GoodFrom'],37,1,1,1,1,0
"restaurant, bar, internet",7.0,Uberlandia,20000,"['Very', 'GoodFrom']",23,1,1,0,0,1
"restaurant, bar",,Stokol,4000,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",7.8,Stokol,49500,"['Very', 'GoodFrom']",28,1,1,1,0,1
,,Andeman,2500,,,2,2,2,2,2
"restaurant, bar, swimming pool, internet",7.2,Uberlandia,24500,"['Very', 'GoodFrom']",23,1,1,1,0,1
bar,6.0,Stokol,4000,"['Very', 'GoodFrom']",1,1,0,0,0,0
"restaurant, bar",4.9,Stokol,9000,['GoodFrom'],3,1,1,0,0,0
"restaurant, bar",7.0,Uberlandia,12000,"['Very', 'GoodFrom']",24,1,1,0,0,0
"restaurant, bar",6.3,Machlessvile,7000,"['Very', 'GoodFrom']",17,1,1,0,0,0
"restaurant, bar, swimming pool, gym",7.8,Stokol,30000,"['Very', 'GoodFrom']",351,1,1,1,1,0
"restaurant, swimming pool, gym",6.2,Stokol,17999,"['Very', 'GoodFrom']",30,0,1,1,1,0
"restaurant, bar",4.0,Hallerson,2500,['GoodFrom'],8,1,1,0,0,0
"restaurant, bar, swimming pool",7.9,Machlessvile,9000,"['Very', 'GoodFrom']",6,1,1,1,0,0
"restaurant, bar, internet",8.1,Stokol,92000,['ExcellentFrom'],32,1,1,0,0,1
"restaurant, bar, internet",,Willsmian,5000,,,1,1,0,0,1
"restaurant, bar",5.8,Willsmian,6000,['GoodFrom'],43,1,1,0,0,0
"restaurant, bar, internet",7.4,Wanderland,15000,"['Very', 'GoodFrom']",18,1,1,0,0,1
,,Uberlandia,53475,,,2,2,2,2,2
"restaurant, bar, swimming pool",7.3,Hallerson,11000,"['Very', 'GoodFrom']",41,1,1,1,0,0
bar,6.3,Hallerson,7000,"['Very', 'GoodFrom']",3,1,0,0,0,0
"restaurant, bar",6.0,Hallerson,8000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, swimming pool, internet",6.5,Ubisville,16000,"['Very', 'GoodFrom']",8,0,1,1,0,1
"restaurant, bar",4.9,Hallerson,4400,['GoodFrom'],5,1,1,0,0,0
"restaurant, bar",,Andeman,3000,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym",5.7,Stokol,30000,['GoodFrom'],37,1,1,1,1,0
"restaurant, bar",7.5,Stokol,17500,"['Very', 'GoodFrom']",11,1,1,0,0,0
"restaurant, bar",,Wanderland,4000,,,1,1,0,0,0
bar,5.1,Andeman,35000,['GoodFrom'],7,1,0,0,0,0
"restaurant, bar, swimming pool, gym",8.7,Uberlandia,33000,['ExcellentFrom'],5,1,1,1,1,0
,,Willsmian,4500,,,2,2,2,2,2
bar,7.9,Hallerson,25000,"['Very', 'GoodFrom']",12,1,0,0,0,0
"restaurant, bar",6.7,Wanderland,10000,"['Very', 'GoodFrom']",29,1,1,0,0,0
"restaurant, bar, internet",8.1,Hallerson,30500,['ExcellentFrom'],4,1,1,0,0,1
"restaurant, bar",5.8,Ubisville,6000,['GoodFrom'],43,1,1,0,0,0
,9.6,Stokol,6000,['ExcellentFrom'],4,2,2,2,2,2
swimming pool,8.8,Willsmian,35000,['ExcellentFrom'],1,0,0,1,0,0
"restaurant, bar, swimming pool",7.6,Andeman,18000,"['Very', 'GoodFrom']",2,1,1,1,0,0
"restaurant, bar, swimming pool, gym",5.5,Uberlandia,7700,['GoodFrom'],3,1,1,1,1,0
"restaurant, bar",6.8,Uberlandia,23000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.5,Hallerson,18480,"['Very', 'GoodFrom']",42,1,1,1,1,1
"restaurant, bar",6.9,Uberlandia,13500,"['Very', 'GoodFrom']",17,1,1,0,0,0
"restaurant, bar, swimming pool, internet",8.0,Hallerson,6000,['ExcellentFrom'],7,1,1,1,0,1
"restaurant, bar, swimming pool, internet",7.2,Andeman,24500,"['Very', 'GoodFrom']",23,1,1,1,0,1
"restaurant, bar",8.8,Willsmian,8000,['ExcellentFrom'],1,1,1,0,0,0
"restaurant, bar, internet",6.9,Hallerson,13975,"['Very', 'GoodFrom']",33,1,1,0,0,1
"restaurant, bar, internet",7.2,Hallerson,56000,"['Very', 'GoodFrom']",2,1,1,0,0,1
"restaurant, bar",From,Stokol,7500,,1,1,1,0,0,0
"restaurant, bar",6.0,Machlessvile,8500,"['Very', 'GoodFrom']",8,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.7,Andeman,12500,['ExcellentFrom'],7,1,1,1,1,1
restaurant,,Willsmian,14000,,,0,1,0,0,0
"restaurant, gym, internet",7.4,Wanderland,5175,"['Very', 'GoodFrom']",10,0,1,0,1,1
"restaurant, gym",5.6,Wanderland,15500,['GoodFrom'],1,0,1,0,1,0
"restaurant, gym, internet",7.4,Andeman,5175,"['Very', 'GoodFrom']",10,0,1,0,1,1
"restaurant, bar, swimming pool, gym",9.3,Hallerson,88600,['ExcellentFrom'],3,1,1,1,1,0
"restaurant, bar, internet",6.9,Willsmian,6000,"['Very', 'GoodFrom']",12,1,1,0,0,1
,6.0,Stokol,15000,"['Very', 'GoodFrom']",43,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",7.2,Wanderland,17000,"['Very', 'GoodFrom']",16,1,1,1,1,1
"restaurant, swimming pool",8.1,Hallerson,7000,['ExcellentFrom'],3,0,1,1,0,0
"restaurant, swimming pool",,Machlessvile,10000,,,0,1,1,0,0
"restaurant, bar",8.3,Wanderland,15000,['ExcellentFrom'],11,1,1,0,0,0
"restaurant, internet",8.0,Willsmian,44000,['ExcellentFrom'],7,0,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",8.3,Stokol,25000,['ExcellentFrom'],6,1,1,1,1,1
"restaurant, bar, swimming pool, gym",3.7,Ubisville,45000,['FairFrom'],2,1,1,1,1,0
"restaurant, swimming pool, gym",6.2,Wanderland,17999,"['Very', 'GoodFrom']",30,0,1,1,1,0
,8.4,Machlessvile,48200,['ExcellentFrom'],1,2,2,2,2,2
"restaurant, bar, internet",,Willsmian,5500,,,1,1,0,0,1
"swimming pool, gym, internet",7.6,Hallerson,27000,"['Very', 'GoodFrom']",2,0,0,1,1,1
bar,,Willsmian,5000,,,1,0,0,0,0
"restaurant, bar, swimming pool",7.9,Wanderland,9000,"['Very', 'GoodFrom']",6,1,1,1,0,0
,,Willsmian,2800,,,2,2,2,2,2
"restaurant, bar, swimming pool",,Stokol,8000,,,1,1,1,0,0
"restaurant, internet",7.1,Stokol,9500,"['Very', 'GoodFrom']",2,0,1,0,0,1
"restaurant, bar",,Hallerson,4000,,,1,1,0,0,0
"restaurant, bar, internet",6.2,Hallerson,7500,"['Very', 'GoodFrom']",7,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",8.9,Stokol,35000,['ExcellentFrom'],19,1,1,1,1,1
"restaurant, bar, internet",7.1,Stokol,7500,"['Very', 'GoodFrom']",4,1,1,0,0,1
"restaurant, bar",,Uberlandia,6000,,,1,1,0,0,0
"bar, internet",7.2,Andeman,15000,"['Very', 'GoodFrom']",25,1,0,0,0,1
"restaurant, bar",8.0,Willsmian,7000,['ExcellentFrom'],1,1,1,0,0,0
bar,,Uberlandia,25000,,,1,0,0,0,0
"restaurant, bar, swimming pool, gym, internet",,Willsmian,7000,,,1,1,1,1,1
restaurant,,Wanderland,5405,,,0,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.5,Uberlandia,18480,"['Very', 'GoodFrom']",42,1,1,1,1,1
"restaurant, internet",8.3,Stokol,25000,['ExcellentFrom'],6,0,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",7.6,Stokol,20000,"['Very', 'GoodFrom']",13,1,1,1,1,1
,9.0,Willsmian,2700,['ExcellentFrom'],1,2,2,2,2,2
,5.4,Wanderland,3000,['GoodFrom'],2,2,2,2,2,2
"restaurant, bar, gym, internet",8.3,Machlessvile,20000,['ExcellentFrom'],18,1,1,0,1,1
"restaurant, bar, internet",7.7,Wanderland,20000,"['Very', 'GoodFrom']",8,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",6.8,Willsmian,9750,"['Very', 'GoodFrom']",14,1,1,1,1,1
"restaurant, bar, swimming pool, gym",7.8,Andeman,30000,"['Very', 'GoodFrom']",351,1,1,1,1,0
"restaurant, bar, swimming pool",7.8,Hallerson,13500,"['Very', 'GoodFrom']",10,1,1,1,0,0
"restaurant, bar, gym, internet",5.1,Ubisville,9500,['GoodFrom'],4,1,1,0,1,1
restaurant,6.1,Stokol,5000,"['Very', 'GoodFrom']",24,0,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.7,Wanderland,44203,"['Very', 'GoodFrom']",6,1,1,1,1,1
,,Stokol,4000,,,2,2,2,2,2
internet,7.7,Machlessvile,20000,"['Very', 'GoodFrom']",18,0,0,0,0,1
"restaurant, bar",8.0,Stokol,15000,['ExcellentFrom'],2,1,1,0,0,0
,5.4,Hallerson,3000,['GoodFrom'],2,2,2,2,2,2
"restaurant, bar",,Andeman,4000,,,1,1,0,0,0
"restaurant, bar, internet",6.9,Willsmian,13975,"['Very', 'GoodFrom']",33,1,1,0,0,1
"restaurant, bar, gym, internet",9.4,Machlessvile,12000,['ExcellentFrom'],5,1,1,0,1,1
"restaurant, bar",2.8,Andeman,3000,['FairFrom'],3,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.8,Stokol,15000,"['Very', 'GoodFrom']",25,1,1,1,1,1
"restaurant, bar, internet",,Stokol,9000,,,1,1,0,0,1
"bar, swimming pool, internet",8.8,Machlessvile,25000,['ExcellentFrom'],36,1,0,1,0,1
"restaurant, bar, internet",8.3,Ubisville,12000,['ExcellentFrom'],21,1,1,0,0,1
,6.3,Uberlandia,35000,"['Very', 'GoodFrom']",46,2,2,2,2,2
,,Stokol,38500,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",8.5,Hallerson,30000,['ExcellentFrom'],11,1,1,1,1,1
"restaurant, bar, internet",7.7,Wanderland,9800,"['Very', 'GoodFrom']",125,1,1,0,0,1
"restaurant, bar",6.8,Willsmian,23000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, bar, internet",7.2,Andeman,9200,"['Very', 'GoodFrom']",39,1,1,0,0,1
"restaurant, bar",7.4,Andeman,20000,"['Very', 'GoodFrom']",50,1,1,0,0,0
,9.6,Wanderland,6000,['ExcellentFrom'],4,2,2,2,2,2
restaurant,7.4,Ubisville,10000,"['Very', 'GoodFrom']",12,0,1,0,0,0
"restaurant, bar, swimming pool",8.9,Andeman,20000,['ExcellentFrom'],3,1,1,1,0,0
"restaurant, bar, swimming pool",8.0,Uberlandia,25000,['ExcellentFrom'],9,1,1,1,0,0
,6.3,Andeman,35000,"['Very', 'GoodFrom']",46,2,2,2,2,2
bar,7.6,Wanderland,5000,"['Very', 'GoodFrom']",1,1,0,0,0,0
"restaurant, swimming pool, internet",5.0,Stokol,15000,['GoodFrom'],2,0,1,1,0,1
bar,7.9,Andeman,8400,"['Very', 'GoodFrom']",13,1,0,0,0,0
"restaurant, swimming pool, internet",7.3,Willsmian,20000,"['Very', 'GoodFrom']",25,0,1,1,0,1
bar,,Machlessvile,3500,,,1,0,0,0,0
,6.4,Wanderland,5500,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, swimming pool, gym",9.3,Willsmian,35000,['ExcellentFrom'],4,0,1,1,1,0
"restaurant, bar",6.3,Wanderland,7000,"['Very', 'GoodFrom']",17,1,1,0,0,0
bar,5.8,Wanderland,25000,['GoodFrom'],2,1,0,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.5,Machlessvile,30000,['ExcellentFrom'],11,1,1,1,1,1
"restaurant, bar",7.3,Hallerson,6000,"['Very', 'GoodFrom']",6,1,1,0,0,0
"bar, swimming pool, gym",9.5,Machlessvile,14997,['ExcellentFrom'],4,1,0,1,1,0
,8.8,Willsmian,20000,['ExcellentFrom'],1,2,2,2,2,2
"restaurant, bar",7.0,Willsmian,12000,"['Very', 'GoodFrom']",24,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.8,Stokol,66500,['ExcellentFrom'],8,1,1,1,1,1
"restaurant, bar",7.2,Machlessvile,15650,"['Very', 'GoodFrom']",9,1,1,0,0,0
"restaurant, bar",3.2,Stokol,11040,['FairFrom'],2,1,1,0,0,0
"restaurant, bar, internet",6.9,Andeman,6000,"['Very', 'GoodFrom']",12,1,1,0,0,1
,,Willsmian,2500,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym",8.8,Uberlandia,20000,['ExcellentFrom'],2,1,1,1,1,0
"restaurant, bar, gym, internet",6.5,Andeman,15000,"['Very', 'GoodFrom']",32,1,1,0,1,1
"restaurant, bar, internet",8.5,Stokol,28500,['ExcellentFrom'],3,1,1,0,0,1
"restaurant, bar, internet",6.6,Wanderland,7000,"['Very', 'GoodFrom']",4,1,1,0,0,1
"restaurant, bar, swimming pool, gym",7.6,Wanderland,16500,"['Very', 'GoodFrom']",1,1,1,1,1,0
"restaurant, bar, swimming pool, internet",7.4,Uberlandia,17000,"['Very', 'GoodFrom']",145,1,1,1,0,1
"restaurant, bar",,Stokol,4000,,,1,1,0,0,0
"bar, swimming pool, internet",8.8,Andeman,25000,['ExcellentFrom'],36,1,0,1,0,1
"restaurant, swimming pool, internet",5.0,Wanderland,15000,['GoodFrom'],2,0,1,1,0,1
"restaurant, bar",8.0,Stokol,11500,['ExcellentFrom'],6,1,1,0,0,0
restaurant,,Andeman,3500,,,0,1,0,0,0
"restaurant, bar, swimming pool",7.8,Wanderland,13500,"['Very', 'GoodFrom']",10,1,1,1,0,0
"restaurant, swimming pool",,Uberlandia,80500,,,0,1,1,0,0
"restaurant, bar",8.8,Stokol,5000,['ExcellentFrom'],1,1,1,0,0,0
"restaurant, bar",4.2,Stokol,4500,['GoodFrom'],4,1,1,0,0,0
"restaurant, bar, internet",7.4,Hallerson,10000,"['Very', 'GoodFrom']",26,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",7.3,Andeman,38500,"['Very', 'GoodFrom']",8,1,1,1,1,1
"restaurant, bar",9.4,Uberlandia,20000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar, internet",8.0,Andeman,19000,['ExcellentFrom'],36,1,1,0,0,1
"restaurant, bar, internet",4.4,Wanderland,11500,['GoodFrom'],1,1,1,0,0,1
"restaurant, bar, swimming pool",8.9,Uberlandia,20000,['ExcellentFrom'],3,1,1,1,0,0
"bar, swimming pool, gym, internet",5.5,Wanderland,7000,['GoodFrom'],8,1,0,1,1,1
"restaurant, bar, swimming pool, gym",10.0,Hallerson,36000,['ExcellentFrom'],1,1,1,1,1,0
"restaurant, bar, gym, internet",8.3,Uberlandia,20000,['ExcellentFrom'],18,1,1,0,1,1
"restaurant, bar, swimming pool, gym",3.7,Hallerson,45000,['FairFrom'],2,1,1,1,1,0
"restaurant, bar, swimming pool, gym",7.8,Hallerson,30000,"['Very', 'GoodFrom']",351,1,1,1,1,0
"restaurant, bar, swimming pool, internet",7.7,Andeman,18000,"['Very', 'GoodFrom']",14,1,1,1,0,1
"restaurant, bar, swimming pool, gym",6.3,Hallerson,7000,"['Very', 'GoodFrom']",8,1,1,1,1,0
"restaurant, bar, internet",8.1,Willsmian,92000,['ExcellentFrom'],32,1,1,0,0,1
"restaurant, bar",,Andeman,7452,,,1,1,0,0,0
"restaurant, bar",5.6,Uberlandia,4000,['GoodFrom'],2,1,1,0,0,0
"restaurant, bar, swimming pool, gym",7.2,Stokol,63000,"['Very', 'GoodFrom']",10,1,1,1,1,0
"bar, swimming pool",7.8,Willsmian,19000,"['Very', 'GoodFrom']",26,1,0,1,0,0
"swimming pool, gym",,Willsmian,16100,,,0,0,1,1,0
"swimming pool, gym, internet",7.6,Machlessvile,27000,"['Very', 'GoodFrom']",2,0,0,1,1,1
"restaurant, bar, internet",,Stokol,20000,,,1,1,0,0,1
"restaurant, bar, swimming pool, gym",8.7,Stokol,33000,['ExcellentFrom'],5,1,1,1,1,0
"restaurant, bar",6.2,Wanderland,3500,"['Very', 'GoodFrom']",13,1,1,0,0,0
"restaurant, bar, gym, internet",5.1,Machlessvile,9500,['GoodFrom'],4,1,1,0,1,1
"restaurant, bar",5.6,Hallerson,4500,['GoodFrom'],1,1,1,0,0,0
"restaurant, bar, internet",,Wanderland,15000,,,1,1,0,0,1
